"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"231","5.0","5","5","5",NA,"5","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"232","5.0","5","5","5",NA,"5","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"233","4.0","2","5","2",NA,"5","4",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"234","5.0","5","5","4",NA,"5","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"235","5.0","5","5","4",NA,"5","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"236","4.0","4","5","5",NA,"4","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"237","5.0","5","5","5",NA,"5","5",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"238","5.0","5","4","5",NA,"5","4",NA,NA,Oct 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"239","5.0","5","5","4",NA,"5","5",NA,NA,Sep 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"240","4.0","5","4","4",NA,"3","5",NA,NA,Sep 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"241","3.0","1","5","2",NA,"2","5",NA,NA,Sep 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"242","4.0","5","5","5",NA,"4","5",NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"243","5.0","5","5","4",NA,"5","4",NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"244","4.0","5","5","4",NA,"5","3",NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"245","5.0","4","5","5",NA,"4","5",NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"246","4.0","4","5","5",NA,"3","5",NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"247","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"248","3.0","2","4","4",NA,"5","5",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"249","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"250","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"251","4.0","3","5","5",NA,"4","4",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"252","5.0","5","5","3",NA,"5","5",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"253","3.0","1","4","3",NA,"4","5",NA,NA,Jul 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"254","5.0","5","5","5",NA,"5","5",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"255","4.0","4","4","4",NA,"4","4",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"256","5.0","5","5","5",NA,"4","4",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"257","5.0","4","5","5",NA,"5","5",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"258","4.0","5","5","3",NA,"4","3",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"259","4.0","3","4","4",NA,"4","4",NA,NA,Jun 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"260","3.0","5","5","4",NA,"2","5",NA,NA,May 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"261","5.0","4","5","5",NA,"5","5",NA,NA,May 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"262","5.0","5","5","5",NA,"5","5",NA,NA,May 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"263","5.0","4","5","5",NA,"5","5",NA,NA,May 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"264","5.0","5","5","4",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"265","4.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"266","5.0","5","5","4",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"267","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"268","5.0","4","5","4",NA,"4","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"269","4.0","4","5","4",NA,"4","3",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"270","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"271","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"272","3.0","4","5","5",NA,"3","5",NA,NA,Mar 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"273","4.0","4","5","5",NA,"3","5",NA,NA,Mar 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"274","5.0","4","5","5",NA,"5","5",NA,NA,Mar 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"275","4.0","5","4","3",NA,"5","5",NA,NA,Mar 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"276","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"277","5.0","5","5","5",NA,"5","5",NA,NA,Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"278","2.0","1","4","2",NA,"3","5",NA,NA,Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"279","5.0","5","5","5",NA,"5","5",NA,NA,Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"280","2.0","2","4","1",NA,"2","4","2","2",Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"281","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"282","2.0","3","2","2",NA,"3","5","2","2",Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"283","5.0","4","5","5",NA,"5","5","5","5",Feb 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"284","5.0","5","5","5",NA,"5","5","5","4",Jan 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"285","5.0","5","5","5",NA,"5","5","5","5",Jan 2009,"Dana Hotel & Spa","$197 - $1,142*","60654"
"286","4.0","5","5","4",NA,"3","5","5","3",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"287","5.0","5","5","5",NA,"5","5",NA,"5",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"288","5.0","5","5","5",NA,"5","5",NA,"3",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"289","4.0","4","4","4",NA,"3","5",NA,"5",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"290","5.0",NA,"4","5",NA,"5","5",NA,"5",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"291","3.0","3","5","4",NA,"5","4",NA,"4",Dec 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"292","5.0","5","5","5",NA,"5","5","5","5",Nov 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"293","4.0","4","4","4",NA,"4","5","2","3",Nov 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"294","5.0","5","5","5",NA,"5","5","5","4",Nov 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"295","5.0","5","5","5",NA,"5","5","5","5",Oct 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"296","5.0","5","5","5",NA,"5","5","5","5",Sep 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"297","5.0","5","5","4",NA,"5","5",NA,"5",Aug 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"298","5.0","5","5","5",NA,"5","5","5","5",Aug 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"299","5.0","5","5","5",NA,"5","5","5","5",Aug 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"300","4.0","4","5","4",NA,"4","5","5","4",Aug 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"301","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"302","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"303","3.0","5","4","3",NA,"2","4","4","5",Jul 2008,"Dana Hotel & Spa","$197 - $1,142*","60654"
"304","5.0","5","5","5","4","5","5",NA,NA,Mar 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"305","3.0","1","4","3","2","3","4",NA,NA,Mar 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"306","4.0","4","4","4","4","3","5",NA,NA,Mar 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"307","4.0","4","5","5","4","4","5",NA,NA,Mar 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"308","5.0","5","5","4","4","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"309","5.0","5","5","4",NA,"5","4",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"310","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"311","5.0","5","5","4","5","4","4",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"312","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"313","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"314","4.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"315","5.0","4","4","5","5","5","5",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"316","4.0","4","5","5","5","3","4",NA,NA,Feb 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"317","4.0","5","4","4","4","4","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"318","4.0","5","5","5","3","5","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"319","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"320","5.0","5","5","5",NA,"5","4",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"321","5.0","5","4","5","4","4","4",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"322","3.0","3","3","4","3","3","4",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"323","3.0","5","5","5","3","3","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"324","4.0","4","5","5","4","5","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"325","5.0","5","5","4","5","4","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"326","5.0","5","5","5","4","5","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"327","4.0","5","4","4","3","4","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"328","4.0","4","4","5","4","4","5",NA,NA,Jan 2012,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"329","3.0","3","5","4","4","5","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"330","4.0","4","4","4","4","4","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"331","2.0","4","5","3","3","2","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"332","4.0","4","4","5","3","4","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"333","4.0","5","5","5","5","4","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"334","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"335","5.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"336","4.0","4","4","4","5","4","4",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"337","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"338","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"339","4.0","5","5","5","3","5","5",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"340","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"341","4.0","4","4","4","4","3","4",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"342","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"343","1.0","1","5","5","5","5","4",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"344","5.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"345","4.0","4","5","4","4","4","5",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"346","5.0","5","5","4","4","5","5",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"347","3.0","3","5","4","4","4","4",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"348","5.0","5","5","4","5","5","5",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"349","4.0","4","4","3","4","3","4",NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"350","4.0",NA,NA,"4",NA,NA,NA,NA,NA,Oct 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"351","4.0","4","5","4","3","3","5",NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"352","4.0","5","5","4","5","4","4",NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"353","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"354","4.0","3","4","3",NA,"4","5",NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"355","4.0","5",NA,"4",NA,NA,NA,NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"356","4.0","5","5","4","3",NA,NA,NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"357","5.0","5","5","5","5",NA,NA,NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"358","5.0","5","5","5","5",NA,NA,NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"359","2.0","4","2","2","3",NA,NA,NA,NA,Sep 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"360","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"361","5.0","5","5","5","4",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"362","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"363","4.0","4","4","4","4",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"364","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"365","5.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"366","5.0","5","5","4","4",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"367","4.0","4","5","5","4",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"368","4.0","5","5","4","4",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"369","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"370","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"371","4.0","4","4","3","3",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"372","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"373","4.0","4","5","4","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"374","5.0","5","5","5","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"375","4.0","4","4","3","4",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"376","5.0","5",NA,"4",NA,NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"377","4.0","4","5","5","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"378","4.0","4","4","4","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"379","5.0","5","5","4","5",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"380","4.0","5","4","4","4",NA,NA,NA,NA,Jul 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"381","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"382","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"383","5.0","5","5","4","5",NA,NA,NA,NA,Jun 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"384","1.0","1","4","2","2","4","5",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"385","5.0","4","5","5","5","5","5",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"386","5.0","5","5","4","5",NA,"5",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"387","3.0","2","3","3","2","2","3",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"388","4.0","4","5","3","4","4","5",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"389","3.0","5","3","2","2","3","4",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"390","5.0","5","4","4","4","4","4",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"391","5.0","5","5","5","5","5","5",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"392","5.0","5","5","5","5","5","4",NA,NA,May 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"393","4.0","4","4","4","4","4","4",NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"394","5.0","5","5","5","5","4","5",NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"395","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"396","1.0","3",NA,NA,NA,NA,NA,NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"397","4.0","5","5","5",NA,NA,"5",NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"398","4.0","4","4","5","4","4","5",NA,NA,Apr 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"399","4.0","5","5","4","4","4","5",NA,NA,Mar 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"400","5.0","5","5","5","5","5","5",NA,NA,Mar 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"401","5.0","3","5","5","5","5","5",NA,NA,Mar 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"402","3.0","3","3","5","2","2","4",NA,NA,Mar 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"403","5.0","5","5","3","5","5","5",NA,NA,Mar 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"404","5.0","5","5","5","5","5","5",NA,NA,Feb 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"405","5.0","5","5","4","5","5","5",NA,NA,Feb 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"406","5.0","5","5","5","5","5","5",NA,NA,Feb 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"407","5.0","5","5","5","4","5","5",NA,NA,Feb 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"408","3.0","3","4","3","4","3","5",NA,NA,Jan 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"409","5.0","5","5","5","5","4","4",NA,NA,Jan 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"410","4.0","5","5","4","5","3","4",NA,NA,Jan 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"411","5.0","5","5","5","5","4","5",NA,NA,Jan 2011,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"412","5.0","4","5","3","4","5","5",NA,NA,Oct 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"413","5.0","5","5","5","4","4","5",NA,NA,Oct 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"414","3.0","3","4","1","3","3","4",NA,NA,Oct 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"415","5.0","5","5","5","5","5","5",NA,NA,Oct 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"416","5.0","5","5","5","5","5","5",NA,NA,Oct 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"417","3.0","4","4","4","4","3","5",NA,NA,Sep 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"418","5.0","5","5","5","5","5","5",NA,NA,Sep 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"419","5.0","5","5","5","5","5","5",NA,NA,Sep 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"420","4.0","5","5","4","4","4","4",NA,NA,Sep 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"421","4.0","5","5","4","5","4","5",NA,NA,Aug 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"422","4.0","5","4","5","4","4","5",NA,NA,Aug 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"423","2.0","2","5","2","1","2","2",NA,NA,Aug 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"424","4.0","5","5","4","4","4","5",NA,NA,Jul 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"425","5.0","5","5","5","5","5","5",NA,NA,Jul 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"426","5.0","5","5","5","5","4","5",NA,NA,Jul 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"427","4.0","3","4","5","4","3","3",NA,NA,Jul 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"428","5.0","5","5","5","5","5","5",NA,NA,Jun 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"429","5.0","5","5","4","5","4","4",NA,NA,May 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"430","4.0","5","5","5","5","4","5",NA,NA,May 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"431","5.0","5","5","5","5","5","5",NA,NA,Apr 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"432","4.0","5","4","4","4","4","5",NA,NA,Mar 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"433","4.0","4","4","5","4","4","4",NA,NA,Mar 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"434","5.0","5","5","5","4","4","5",NA,NA,Feb 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
"435","5.0","5","5","5",NA,"5","5",NA,NA,Jan 2010,"Springhill Suites Chicago Downtown / River North","$177 - $299*","60654"
